Station_Name,Transport_Mode,Line,Latitude,Longitude,Additional_Info
HAFFKINE INSTITUTE,Bus,BEST,19.001452,72.844431,
"AIROLI SECTOR 4, CORPORATION BANK",Bus,BEST,19.153177,72.999648,
SHIVSENA OFFICE (CHEMBUR-W),Bus,BEST,19.062064,72.905832,
KAMGAR NAGAR (KURLA-E),Bus,BEST,19.059374,72.885472,
KASTURBA GANDHI HOSPITAL (SAATRASTA),Bus,BEST,18.983048,72.828413,
CHECK POST,Bus,BEST,19.209669,72.899136,
BANDRA COLONY BUS STATION,Bus,BEST,19.061732,72.850631,
MAHESHWARI UDYAN (KINGS CIRCLE),Bus,BEST,19.0269,72.856011,
BHANDUP VILLAGE (E),Bus,BEST,19.149928,72.943856,
TADWADI (MAZGAON),Bus,BEST,18.966152,72.839214,
"DR.DATTA SAMANT CHOWK, SAKINAKA",Bus,BEST,19.105475,72.885309,
SHANTARAM PUJARE CHOWK (KALA CHOWKY),Bus,BEST,18.989784,72.835911,
A.P.M.C. FRUIT AND VEGETABLE MARKET,Bus,BEST,19.076222,73.009683,
AKSA VILLAGE,Bus,BEST,19.176525,72.79755,
GHATKOPAR STATION (E),Bus,BEST,19.0852167,72.9079167,
VAKOLA POLICE STATION,Bus,BEST,19.080542,72.851284,
RAMESHWAR MANDIR (BORIVALI -E),Bus,BEST,19.24442,72.870133,
"JAGATDEV N.VARMA CHOWK, KAPOLE NIWAS",Bus,BEST,19.024649,72.853581,
BKC TELEPHONE EXCHANGE,Bus,BEST,19.071058,72.871576,
GATE WAY OF INDIA,Bus,BEST,18.923245,72.833615,
KANDIVALI TELEPHONE EXCHANGE,Bus,BEST,19.211283,72.851702,
HAFFKINE INSTITUTE,Bus,BEST,19.001353,72.844602,
"MASINA HOSPITAL, RUSTOM BAUG",Bus,BEST,18.975899,72.837402,
AGRAWAL GREEN VILLAGE,Bus,BEST,19.2710333,72.8906167,
MUMBAI CENTRAL STATION,Bus,BEST,18.96838,72.820515,
VEER HUTATMA BHAI KOTWAL UDYAN (PLAZA),Bus,BEST,19.021299,72.841947,
CHAKALA,Bus,BEST,19.115038,72.857904,
PRARTHANALAYA,Bus,BEST,19.050962,72.821785,
RAM MANDIR (GOREGAON-W),Bus,BEST,19.152566,72.844563,
ABHISHEK APARTMENTS,Bus,BEST,19.120817,72.826403,
MINI NAGAR,Bus,BEST,19.24965,72.867448,
DATTA MANDIR,Bus,BEST,19.209958,72.837737,
BHANDUP VILLAGE (E),Bus,BEST,19.144698,72.950606,
GAONDEVI POLICE STATION,Bus,BEST,18.959962,72.812147,
KUMBHAR TUKDA,Bus,BEST,18.953776,72.826424,
BORIVALI (E) STATION,Bus,BEST,19.228903,72.858966,
VASUDEO BALWANT PHADKE CHOWK (DHOBI TALAO),Bus,BEST,18.942936,72.82798,
YASHWANTRAO CHAVAN PRATISHTHAN (MANTRALAYA),Bus,BEST,18.924433,72.826827,
CHAR NAL,Bus,BEST,18.958354,72.836684,
JUHU PRABHAT (ANDHERI-E),Bus,BEST,19.118082,72.828848,
HARIDAS NAGAR,Bus,BEST,19.22166,72.847796,
SHAHAJIRAJE SPORTS COMPLEX (ANDHERI-W),Bus,BEST,19.127863,72.837509,
MOTILAL NAGAR NO.2,Bus,BEST,19.163374,72.835344,
YOGI HOTEL (BORIVALI -W),Bus,BEST,19.235101,72.844277,
SWADESHI MARKET,Bus,BEST,18.949495,72.828867,
RANI LAXMIBAI CHOWK (SION),Bus,BEST,19.046473,72.865604,
RUIA COLLEGE (MATUNGA-E),Bus,BEST,19.021521,72.850344,
"GOTHIVALI VILLAGE, RABALE STATION",Bus,BEST,19.137149,73.003114,
MEGHWADI (DHARAVI),Bus,BEST,19.033859,72.85072,
ESIC NAGAR,Bus,BEST,19.121443,72.829824,
BAINGANWADI,Bus,BEST,19.058762,72.923438,
MHADA COLONY (SHIMPAVALI),Bus,BEST,19.219792,72.836119,
PUNCHASHEEL APARTMENTS,Bus,BEST,19.213327,72.841373,
PRARTHANA SAMAJ,Bus,BEST,18.957954,72.820543,
LOKMANYA TILAK NAGAR (ASALPHA),Bus,BEST,19.101899,72.890376,
LALJIPADA,Bus,BEST,19.201036,72.833908,
MALVANI AKASHWANI,Bus,BEST,19.196249,72.810748,
MAHATMA GANDHI HOSPITAL (PAREL),Bus,BEST,18.997583,72.840511,
BORIVALI (E) STATION,Bus,BEST,19.232083,72.858784,
SALASAR HANUMAN MANDIR (MALAD-W),Bus,BEST,19.192569,72.830691,
"MUMBAI CENTRAL STATION, RESERVE BANK",Bus,BEST,18.969898,72.82115,
HASRAT MOHANI CHOWK,Bus,BEST,18.966326,72.828768,
JAMA MASJID (POWAI),Bus,BEST,19.113232,72.902764,
"DR.DATTA SAMANT CHOWK, SAKINAKA",Bus,BEST,19.105601,72.885281,
DR.K.B.HEDGEWAR CHOWK BHANDUP SONAPUR,Bus,BEST,19.163632,72.938835,
VALENCIA BUILDING,Bus,BEST,19.025709,72.87862,
"GANDHI NAGAR (BANDRA-E), CHETANA COLLEGE",Bus,BEST,19.059887,72.847753,
"VASHI NAKA (CHEMBUR), M.M.R.D.A COLONY",Bus,BEST,19.030931,72.90284,
SIDDHARAJ SOCIETY,Bus,BEST,19.2351833,72.8722333,
KANDARPADA BUS STATION,Bus,BEST,19.262668,72.851202,
MANEKLAL MUNICIPAL SCHOOL,Bus,BEST,19.089915,72.902582,
SANGHARSH NAGAR (CHANDIVALI),Bus,BEST,19.108543,72.901293,
GAUTAM NAGAR (KANDIVALI-E),Bus,BEST,19.199751,72.878705,
SONA UDYOG INDUSTRIAL ESTATE,Bus,BEST,19.125804,72.853507,
AAI TULJABHAVANI CHOWK,Bus,BEST,19.141652,72.828734,
POST & TELEGRAPHS (MULUND-W),Bus,BEST,19.171185,72.943616,
BARKAT ALI DARGAH,Bus,BEST,19.018259,72.866418,
VASHI NAKA (CHEMBUR),Bus,BEST,19.031146,72.896884,
MACHHALIMAR (VESAVA),Bus,BEST,19.132614,72.812383,
MAHATMA GANDHI HOSPITAL (PAREL),Bus,BEST,18.99771,72.840653,
ANDHERI STATION (W),Bus,BEST,19.11981,72.845955,
JAMMU & KASHMIR BANK,Bus,BEST,19.280177,72.870903,
LODHA COMPLEX,Bus,BEST,19.292519,72.856568,
NIRLON SOCIETY,Bus,BEST,19.177297,72.836911,
"CHEMBUR LEVEL CROSSING, SHELL BRIDGE",Bus,BEST,19.063615,72.89748,
GOLDEN CHEMICALS (DAHISAR-E),Bus,BEST,19.262047,72.8733,
RELIANCE ENERGY OFFICE (TILAK NAGAR CHEMBUR),Bus,BEST,19.0667243,72.897323,
BORIVALI (E) STATION,Bus,BEST,19.231505,72.859621,
BALKUM PADA NO.1,Bus,BEST,19.221846,72.991134,
ANDHERI STATION (W),Bus,BEST,19.117885,72.846108,
MAHIM KOLIWADA,Bus,BEST,19.046475,72.838443,
P.W.D. GROUND (CHEMBUR),Bus,BEST,19.067585,72.910001,
ARIHANT INDUSTRIAL ESTATE,Bus,BEST,19.1494333,72.8478333,
PRARTHANA SAMAJ,Bus,BEST,18.957087,72.820325,
B.A.P.MARKET,Bus,BEST,19.073611,73.008342,
SHRIRANG SOCIETY (THANE),Bus,BEST,19.206074,72.980319,
KHAREGAON NAKA,Bus,BEST,19.201897,73.001495,
SUMATI SCHOOL,Bus,BEST,19.113438,72.824259,
MIRA-BHAYANDER MUNICIPAL HEAD OFFICE,Bus,BEST,19.30171,72.848208,
"VEENA NAGAR, GOVARDHAN NAGAR",Bus,BEST,19.182107,72.947048,
KHEDEKAR WADI,Bus,BEST,19.166614,72.954464,
JEEVAN BIMA NAGAR (BORIVALI -W),Bus,BEST,19.243985,72.849969,
SEVEN BUNGALOWS BUS STATION,Bus,BEST,19.130479,72.820426,
VAISHALI NAGAR (MULUND-W),Bus,BEST,19.186796,72.946163,
VIJAY VALLABH CHOWK (PYDHONIE),Bus,BEST,18.954548,72.832101,
MULUND RAILWAY STATION (W),Bus,BEST,19.17345,72.9564833,
PT.PALUSKAR CHOWK (OPERA HOUSE),Bus,BEST,18.954111,72.816501,
DADAR MARKET,Bus,BEST,19.020975,72.843752,
VENUS APARTMENT,Bus,BEST,19.308863,72.860916,
KRISHNA NAGAR (SAKI NAKA),Bus,BEST,19.099929,72.887953,
NERUL BUS STATION,Bus,BEST,19.039983,73.019324,
AGARKAR CHOWK (ANDHERI-E),Bus,BEST,19.119332,72.847903,
AMAR TALKIES,Bus,BEST,19.052173,72.910766,
J.MEHTA MARG (NAPEAN SEA ROAD),Bus,BEST,18.950553,72.795901,
INDIRA DOCK,Bus,BEST,18.938236,72.838161,
GATE WAY PLAZA (POWAI),Bus,BEST,19.123904,72.91198,
POUSHMATA MANDIR,Bus,BEST,19.281048,72.955259,
MATRUCHAYA (GURUPRASAD SOCIETY),Bus,BEST,19.103469,72.849853,
MAHATMA GANDHI HOSPITAL (PAREL),Bus,BEST,18.998333,72.84089,
"LALLUBHAI COMPOUND, DR.AMBEDKAR CHOWK",Bus,BEST,19.053803,72.926888,
PRATIKSHA NAGAR (MHADA COLONY),Bus,BEST,19.04178,72.876503,
BALLARD PIER,Bus,BEST,18.934083,72.842218,
TROMBAY,Bus,BEST,19.034364,72.949396,
ANDHERI STATION (W),Bus,BEST,19.1184,72.845043,
KAILAS INDUSTRIAL ESTATE,Bus,BEST,19.112206,72.917952,
COLABA BUS STATION,Bus,BEST,18.913896,72.822725,
ANAND NAGAR (KOPRI) POLICE CHOWKY,Bus,BEST,19.173489,72.968583,
KURAR POLICE CHOWKY,Bus,BEST,19.185696,72.863699,
MAHESHWARI UDYAN (KINGS CIRCLE),Bus,BEST,19.02755,72.856229,
ACHARYA ATRE CHOWK (WORLI NAKA),Bus,BEST,18.996997,72.816436,
"SSC BOARD OFFICE, ST.LAWRENCE SCHOOL (VASHI)",Bus,BEST,19.074245,73.000846,
RADHA SILK MILL,Bus,BEST,19.126248,72.855369,
MUMBAI CENTRAL STATION,Bus,BEST,18.968625,72.822319,
SUHASINI PAWASKAR MARG (DAHISAR-E),Bus,BEST,19.253439,72.871371,
BYCULLA STATION (E),Bus,BEST,18.976583,72.833613,
SANPADA POLICE CHOWKY,Bus,BEST,19.062905,73.010296,
JIVALA PADA,Bus,BEST,19.214518,72.869949,
AMBOLI NAKA,Bus,BEST,19.1283,72.8414667,
SHIVDHAM (RUSHI COMPLEX),Bus,BEST,19.253831,72.849601,
NETAJI SUBHASHCHANDRA BOSE SPORTS COMPLEX,Bus,BEST,19.2122,72.845235,
DR.M.IQBAL CHOWK (J J HOSPITAL),Bus,BEST,18.962101,72.832769,
MARATHI VIDNYAN PARISHAD (CHUNABHATTI),Bus,BEST,19.053408,72.879214,
SHITALADEVI TEMPLE (MAHIM),Bus,BEST,19.034001,72.842356,
SINDHUWADI,Bus,BEST,19.077738,72.903907,
KANJUR MARG VILLAGE (EEH),Bus,BEST,19.130251,72.94151,
DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),Bus,BEST,18.925756,72.833386,
PRABHADEVI,Bus,BEST,19.013385,72.829016,
VIKHROLI BUS STATION (E),Bus,BEST,19.110348,72.928901,
RYAN INTERNATIONAL SCHOOL(GOREGAON-E),Bus,BEST,19.171942,72.872207,
ODEON CINEMA,Bus,BEST,19.079022,72.908705,
VILE PARLE STATION (E),Bus,BEST,19.098705,72.844819,
ZUNKA BHAKAR KENDRA (MALVANI),Bus,BEST,19.1908,72.8256167,
CHINCHVALI BUNDER ROAD,Bus,BEST,19.18044,72.836291,
DR.BHADKAMKAR ROAD,Bus,BEST,18.960364,72.817312,
JOHAR CHOWK (BHENDI BAZAAR),Bus,BEST,18.958875,72.831661,
DR.M.IQBAL CHOWK (J J HOSPITAL),Bus,BEST,18.96322,72.831933,
MUNICIPAL LIBRARY (CHEMBUR),Bus,BEST,19.087887,72.917797,
NERUL VILLAGE,Bus,BEST,19.036732,73.015133,
R.B.I COLONY (CHEMBUR-E),Bus,BEST,19.051421,72.903014,
KHODADAD CIRCLE (DADAR TT),Bus,BEST,19.017155,72.847146,
ASHISH COMPLEX,Bus,BEST,19.2613833,72.8620167,
YOGI NAGAR (BORIVALI -W),Bus,BEST,19.235045,72.841595,
"SAIBABA MANDIR (GOVANDI), KOKAN BANK",Bus,BEST,19.06494,72.919617,
"PRARTHANA SAMAJ, HARKISHANDAS HOSPITAL",Bus,BEST,18.959047,72.819754,
MAHATMA GANDHI VIDYALAYA (JOGESHWARI-W),Bus,BEST,19.14322,72.836775,
NAIK NAGAR (DHARAVI),Bus,BEST,19.050953,72.86467,
"KANNAMWAR NAGAR, BUILDING NO.175",Bus,BEST,19.116438,72.940885,
FERRY WHARF,Bus,BEST,18.957034,72.849428,
DURGAMATA MANDIR,Bus,BEST,19.202896,72.862976,
"MATHADI BHAVAN, COMMODITY EXCHANGE",Bus,BEST,19.078968,73.009399,
BORIVALI (W) STATION,Bus,BEST,19.229859,72.856388,
IJMIMA,Bus,BEST,19.184113,72.831249,
ALIKA NAGAR JUNCTION,Bus,BEST,19.197869,72.87245,
"K.E.M HOSPITAL, NURSES QUARTERS",Bus,BEST,19.000837,72.843101,
JUHU BEACH,Bus,BEST,19.09602,72.827602,
GOREGAON STATION (E) BUS STATION,Bus,BEST,19.165217,72.850287,
STANDARD ALKALI COMPANY,Bus,BEST,19.119451,73.00636,
VIDYA MANDIR (DAHISAR-E),Bus,BEST,19.254968,72.862631,
DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),Bus,BEST,18.925629,72.83219,
"CHANDIVALI STUDIO, PETROL PUMP",Bus,BEST,19.114585,72.896007,
BHANDUP POLICE STATION,Bus,BEST,19.150939,72.937278,
SIDDHARTH NAGAR (GOREGAON-W) NO.2,Bus,BEST,19.15514,72.843525,
PAREL STATION (E),Bus,BEST,19.00713,72.836933,
SHANTI NAGAR,Bus,BEST,19.079163,72.875686,
MALAD STATION (W),Bus,BEST,19.18978,72.848559,
S.K.STONE (MIRA ROAD),Bus,BEST,19.28538,72.869768,
ELIA SARVAT JUNIOR COLLEGE,Bus,BEST,19.18725,72.8247667,
"MUKESH CHOWK (UMAR PARK, TATA GARDEN)",Bus,BEST,18.965728,72.803786,
G.S COLONY (BANDRA-E),Bus,BEST,19.063853,72.847665,
ADDITIONAL C.P.OFFICE (BANDRA-W),Bus,BEST,19.063602,72.822763,
KALA NAGAR (BANDRA-E),Bus,BEST,19.056345,72.846255,
SKYLARK,Bus,BEST,19.146499,72.823531,
MHADA COLONY (MAJAS),Bus,BEST,19.134104,72.866371,
BHAYANDER PHATAK (POLICE CHOWKY),Bus,BEST,19.298869,72.85507,
"CHAITYABHUMI, BHAGOJI KEER CREMETORI",Bus,BEST,19.025315,72.835789,
AHILYABAI HOLKAR CHOWK (CHURCHGATE),Bus,BEST,18.932827,72.82889,
JOHAR CHOWK (BHENDI BAZAAR),Bus,BEST,18.959534,72.83167,
GOREGAON CHECK NAKA NO.1,Bus,BEST,19.165132,72.858653,
JOGESHWARI TABELA,Bus,BEST,19.13832,72.845295,
"GODREJ FOODS COMPANY, VEG.OILS (WADALA-E)",Bus,BEST,19.009566,72.861512,
BHAKTI PARK GATE (ANIK),Bus,BEST,19.032919,72.879433,
COMRADE P.K.KURNE CHOWK (WORLI ),Bus,BEST,19.004363,72.820599,
GODREJ SOAP COMPANY (VIKHROLI-E),Bus,BEST,19.093209,72.925825,
BANDRA (E) PHATAK,Bus,BEST,19.05702,72.841399,
MADINA MANZIL (MALAD-W),Bus,BEST,19.173571,72.845689,
PUMP HOUSE (ANDHERI-E),Bus,BEST,19.125643,72.856577,
GODREJ COMPANY (VIKHROLI-E),Bus,BEST,19.101332,72.929302,
HOUSING COLONY (GOREGAON-E),Bus,BEST,19.173394,72.868479,
KACHPADA,Bus,BEST,19.189546,72.835476,
MORE MALL,Bus,BEST,19.21479,72.839993,
BORIVALI (W) BUS STATION,Bus,BEST,19.232172,72.856976,
VASANTRAO NAIK CHOWK (TARDEO),Bus,BEST,18.96928,72.816773,
OLD AGRA ROAD (KURLA-W),Bus,BEST,19.079138,72.879781,
SUNFLOWER SOCIETY,Bus,BEST,19.214484,72.875113,
MILITARY CAMP (KALINA),Bus,BEST,19.081955,72.857991,
STATE BANK (VILE PARLE-W),Bus,BEST,19.110015,72.829947,
SHREE RAM MILL,Bus,BEST,18.997769,72.822048,
RAWAL PADA,Bus,BEST,19.245568,72.870113,
MARWAH ROAD JUNCTION (SAKI VIHAR ROAD),Bus,BEST,19.10964,72.887864,
BANDRA BUS STATION,Bus,BEST,19.055793,72.845229,
MADHUBAN SOCIETY,Bus,BEST,19.224038,72.836078,
SHANTIVAN ROAD JUNCTION (OSHIWARA),Bus,BEST,19.151546,72.831712,
JUHU NAGAR (VASHI),Bus,BEST,19.084517,73.00158,
C.C.I.COLONY (GOREGAON-W),Bus,BEST,19.163106,72.839432,
VILE PARLE (W),Bus,BEST,19.102406,72.8394,
SHIVAJIRAJE COMPLEX (KANDIVALI-W) (EXTENSION),Bus,BEST,19.202157,72.821859,
LOHA BHAVAN,Bus,BEST,18.952268,72.841493,
KAMANI,Bus,BEST,19.08457,72.885176,
SANDUWADI (CHEMBUR-E),Bus,BEST,19.053271,72.897541,
CANARA BANK,Bus,BEST,19.058874,72.860761,
INDUSTRIAL ESTATE (VIKHROLI-W),Bus,BEST,19.100163,72.913935,
KHERWADI (BANDRA-E),Bus,BEST,19.060465,72.846641,
ISMAIL YUSUF COLLEGE,Bus,BEST,19.134496,72.855336,
VASHI BUS STATION,Bus,BEST,19.074427,72.999059,
LION S GATE,Bus,BEST,18.926796,72.833926,
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),Bus,BEST,18.939282,72.835303,
"C.B.D.BELAPUR, KONKAN BHAVAN",Bus,BEST,19.024138,73.039636,
ANKUR PALACE,Bus,BEST,19.222737,72.849517,
S.K.PATIL GARDEN (CHARNI ROAD),Bus,BEST,18.949146,72.821481,
VATSALABAI DESAI CHOWK (HAJI ALI),Bus,BEST,18.977253,72.811724,
MHADESHWAR MANDIR,Bus,BEST,19.136562,72.82371,
CADBURY JUNCTION (THANE),Bus,BEST,19.204087,72.968033,
"ALBERT ROAD, TANAJI MALUSARE CHOWK",Bus,BEST,18.984638,72.842258,
SIDDHIVINAYAK TOWER (THANE),Bus,BEST,19.209047,72.973349,
MINILAND SOCIETY (BHANDUP-W),Bus,BEST,19.146918,72.933428,
WADALA FLYOVER BRIDGE,Bus,BEST,19.018673,72.862561,
JAIHIND CINEMA,Bus,BEST,18.984634,72.83525,
NITIN COMPANY JUNCTION,Bus,BEST,19.199182,72.963116,
SHIVAJI CHOWK (MULUND-W),Bus,BEST,19.175936,72.937721,
WORLD TRADE CENTRE,Bus,BEST,18.915374,72.818091,
CENTRAL CINEMA,Bus,BEST,18.954528,72.818352,
BHAGWATI HOSPITAL,Bus,BEST,19.241051,72.854631,
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),Bus,BEST,18.940753,72.833403,
MAHIM MACHHIMAR NAGAR,Bus,BEST,19.046514,72.843706,
GANDHI NAGAR (KANJURMARG),Bus,BEST,19.126509,72.925239,
MAHAVIR NAGAR -EXTENSION (KANDIVLI-W),Bus,BEST,19.215267,72.836969,
KHERANI BAUG,Bus,BEST,19.103338,72.897636,
NEW INDIA QUARTERS (ANDHERI-W),Bus,BEST,19.116001,72.837898,
A.H.ANSARI CHOWK (NAGPADA),Bus,BEST,18.970809,72.831623,
"R.C.F.COLONY (CHEMBUR), GOLF CLUB",Bus,BEST,19.046026,72.898636,
SHINDEWADI (DADAR-E),Bus,BEST,19.011299,72.843142,
GANESH CHOWK,Bus,BEST,19.215264,72.833212,
OVALE,Bus,BEST,19.274498,72.960435,
DUDHSAGAR SOCIETY,Bus,BEST,19.168231,72.859279,
DHARAVI PUMPING STATION,Bus,BEST,19.047166,72.861442,
KALA NAGAR (BANDRA-E),Bus,BEST,19.053727,72.848736,
VARTAK NAGAR,Bus,BEST,19.210059,72.961785,
URBAN CO-OPERATIVE BANK (MULUND-W),Bus,BEST,19.168584,72.952068,
SEAWOOD DARAVE RAILWAY STATION,Bus,BEST,19.021174,73.01737,
PRAGATI HIGH SCHOOL (GORAI),Bus,BEST,19.227425,72.822199,
S.R.A COLONY MANKHURD (LALLUBHAI COMPOUND),Bus,BEST,19.049801,72.926908,
AAREY UNIT NO.7,Bus,BEST,19.1591,72.8822667,
SANT GADGE MAHARAJ CHOWK (SAATRASTA),Bus,BEST,18.98142,72.825879,
"DIVA VILLAGE, SECTOR 8",Bus,BEST,19.148109,72.994685,
SUNCITY COMPLEX,Bus,BEST,19.125921,72.921636,
A.T.I. (CHUNABHATTI),Bus,BEST,19.054078,72.881294,
NEHRU PLANETARIUM (WORLI),Bus,BEST,18.988575,72.813784,
"DR.DATTA SAMANT CHOWK, SAKINAKA",Bus,BEST,19.105006,72.887239,
SHANTARAM PUJARE CHOWK (KALA CHOWKY),Bus,BEST,18.989449,72.835901,
KINGSTON SEZ (POWAI),Bus,BEST,19.112774,72.910767,
PARLESHWAR MANDIR,Bus,BEST,19.102979,72.8459,
C.B.I.QUARTERS (GHATKOPAR-E),Bus,BEST,19.081751,72.910824,
KASHI VILLAGE,Bus,BEST,19.274411,72.885709,
MAHARSHI ARVIND CHOWK (MULUND-W),Bus,BEST,19.175603,72.951868,
TALOJA PHATA,Bus,BEST,19.032063,73.086215,
TURBHE POLICE STATION,Bus,BEST,19.063011,73.018999,
KAMALA NEHRU PARK (MALABAR HILL),Bus,BEST,18.955276,72.804717,
COAL BUNDER,Bus,BEST,18.98332,72.858384,
TEEN TAKI (KOPAR KHAIRANE),Bus,BEST,19.104997,73.003067,
PIONEER HIGH SCHOOL,Bus,BEST,19.030801,72.854556,
"ORLEM CHURCH, VALNAI VILLAGE",Bus,BEST,19.195456,72.838324,
YASHKRIPA BUILDING,Bus,BEST,19.221042,72.841919,
BELPADA VILLAGE,Bus,BEST,19.028456,73.060242,
HUMA CINEMA (KANJURMARG-W),Bus,BEST,19.129599,72.925837,
SEEPZ VILLAGE,Bus,BEST,19.129601,72.876288,
RUSHI COMPLEX (DAHISAR-W),Bus,BEST,19.251646,72.851514,
MAHESHWARI UDYAN (KINGS CIRCLE),Bus,BEST,19.02802,72.856391,
"CHECK POST NO.2, MAROL POLICE CAMP",Bus,BEST,19.123911,72.879988,
KANJUR MARG VILLAGE (EEH),Bus,BEST,19.130206,72.941805,
"KHAR POLICE STATION, SACRED HEART SCHOOL",Bus,BEST,19.074263,72.837615,
MAHESHWARI UDYAN (KINGS CIRCLE),Bus,BEST,19.028354,72.856485,
"TARDEO BUS STATION, RUSI MEHTA CHOWK",Bus,BEST,18.964576,72.820442,
SAHAKAR NAGAR (WADALA-W),Bus,BEST,19.012063,72.85131,
BHANDUP STATION (W) ROAD,Bus,BEST,19.146087,72.936014,
KALA NAGAR (BANDRA-E),Bus,BEST,19.054612,72.847785,
RAM GANESH GADKARI CHOWK (DADAR-W),Bus,BEST,19.021883,72.837786,
GEETA NAGAR (COLABA),Bus,BEST,18.913885,72.808543,
MAZGAON POST OFFICE,Bus,BEST,18.970986,72.840454,
PT.PALUSKAR CHOWK (OPERA HOUSE)- MARWADI VIDYALAYA,Bus,BEST,18.957564,72.81835,
ERLA,Bus,BEST,19.10686,72.840024,
"SAMAJ MANDIR HALL (SION KOLIWADA), PRATIKSHA NAGAR NO.1",Bus,BEST,19.040566,72.868837,
MONGINIS (ANDHERI-W),Bus,BEST,19.138835,72.831731,
BANDRA STATION (E),Bus,BEST,19.054816,72.841933,
"RAJMATA AHILYABAI HOLKAR UDYAN, KURLA LION S PARK",Bus,BEST,19.061383,72.872807,
RAHAT APARTMENT,Bus,BEST,19.07556,72.879773,
BHANDUP STATION (E),Bus,BEST,19.143369,72.939741,
LALJIPADA POLICE CHOWKY,Bus,BEST,19.203846,72.834163,
CHIRA BAZAR,Bus,BEST,18.949059,72.825288,
NOORBAUG,Bus,BEST,18.962538,72.837801,
"DR.AMBEDKAR UDYAN, CHEMBUR STATION",Bus,BEST,19.059822,72.901396,
"M.M.R.D.A., FAMILY COURT (BKC)",Bus,BEST,19.056041,72.851081,
CHARKOP NAKA,Bus,BEST,19.209204,72.822585,
SMALLSCALE INDUSTRIES,Bus,BEST,19.160677,72.857049,
THAKUR NAGAR (CAVES ROAD),Bus,BEST,19.137867,72.858299,
BHAVANS COLLEGE,Bus,BEST,19.12471,72.838471,
AGARKAR CHOWK (ANDHERI-E),Bus,BEST,19.119865,72.848236,
VASANTRAO NAIK CHOWK (TARDEO),Bus,BEST,18.96919,72.817257,
INCOME TAX COLONY (JOGESHWARI-E),Bus,BEST,19.131129,72.860765,
DAWN MILL,Bus,BEST,18.998153,72.828515,
SHREENATH COMPLEX,Bus,BEST,19.292196,72.861934,
LOKPURAM,Bus,BEST,19.22475,72.9697,
J.MEHTA MARG (NAPEAN SEA ROAD),Bus,BEST,18.950905,72.796119,
SAHAKAR NAGAR (SCLR- KURLA-E),Bus,BEST,19.063451,72.893527,
ACHARYA ATRE CHOWK (WORLI NAKA),Bus,BEST,18.999184,72.817554,
PRAVASI INDUSTRIAL ESTATE,Bus,BEST,19.172845,72.854703,
"ANAND NAGAR, APPAPADA (MALAD-E)",Bus,BEST,19.190514,72.869829,
VISHNU NAGAR,Bus,BEST,19.022683,72.902815,
SATYAM BUILDING,Bus,BEST,19.005664,72.832802,
WORLD TRADE CENTRE,Bus,BEST,18.915013,72.818566,
SANTOSH NAGAR (EXTENSION),Bus,BEST,19.167318,72.876772,
MULUND STATION (E),Bus,BEST,19.170779,72.956175,
BMC COMMISSIONERS BUNGALOW,Bus,BEST,18.973224,72.811442,
SANSKRITI APARTMENT,Bus,BEST,19.212942,72.863284,
KHAMBATA LANE,Bus,BEST,18.960396,72.824282,
CALICO CHEMICALS,Bus,BEST,19.022347,72.89778,
NEW CUSTOM HOUSE,Bus,BEST,18.934081,72.839617,
"KHAR, LINKING ROAD",Bus,BEST,19.072165,72.834129,
M.H.B.COLONY (BORIVALI -W),Bus,BEST,19.230553,72.838355,
DIAMOND BOURSE (BKC),Bus,BEST,19.066989,72.864946,
R.T.O.CAMP (KASHIMIRA),Bus,BEST,19.284386,72.889852,
GURU NANAK SCHOOL (VIKHROLI-W),Bus,BEST,19.104329,72.917194,
TATA COLONY (BANDRA-E),Bus,BEST,19.06197,72.856597,
"BANDRA (E) PHATAK, GATE NO.18",Bus,BEST,19.056225,72.841409,
SHANTI NAGAR (KALINA),Bus,BEST,19.074253,72.84972,
JOGESHWARI STATION-E,Bus,BEST,19.135288,72.850107,
SAVARKAR NAGAR,Bus,BEST,19.243054,72.865073,
ADARSH MARKET,Bus,BEST,19.013098,73.017842,
MARAWALI CHURCH,Bus,BEST,19.040947,72.893784,
"MAROL NAKA, MATA RAMABAI AMBEDKAR CHOWK",Bus,BEST,19.107831,72.880499,
"TATA NAGAR, SAMBHAJI NAGAR",Bus,BEST,19.051968,72.921388,
MAHIM,Bus,BEST,19.041318,72.840793,
AMBOLI NAKA,Bus,BEST,19.127606,72.846567,
SAI GARDEN (KANDIVALI-E),Bus,BEST,19.199171,72.873162,
KHIRA NAGAR (SANTACRUZ-W),Bus,BEST,19.086523,72.838138,
MANSUKH DYEING COMPANY,Bus,BEST,19.129564,72.93384,
TRAFFIC POLICE H.Q (WORLI),Bus,BEST,19.009329,72.816662,
N.S.C COMPOUND (GOREGAON-E),Bus,BEST,19.149122,72.855963,
ORLEM WELL,Bus,BEST,19.193361,72.839933,
MAHESHWARI UDYAN (KINGS CIRCLE),Bus,BEST,19.028318,72.85658,
A.H.ANSARI CHOWK (NAGPADA),Bus,BEST,18.97398,72.83238,
